neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Neighborhood highlights,40.78242,-73.97599,Private room,2000.0,30,0,0.0,1,90
,40.77918,-73.94729,Entire home/apt,205.0,30,3,0.09,1,154
,40.6817,-73.86541,Private room,33.0,30,11,0.32,7,243
,40.80656,-73.92943,Private room,150.0,30,0,0.0,3,269
,40.80803,-73.93018,Private room,150.0,30,0,0.0,3,269
Neighborhood highlights,40.7003,-73.92003,Private room,141.0,30,3,0.09,1,359
,40.74281,-73.97342,Entire home/apt,348.0,30,4,0.18,93,44
,40.7650252,-73.9937774,Private room,,30,86,2.48,1,0
,40.7755,-73.9076,Private room,72.0,30,0,0.0,2,358
Neighborhood highlights,40.85183087494116,-73.86149654513919,Entire home/apt,110.0,30,10,0.39,2,77
Neighborhood highlights,40.59588,-73.79824,Private room,,30,29,0.82,1,0
Neighborhood highlights,40.69393,-73.73985,Entire home/apt,266.0,30,28,0.8,1,253
,40.8443703,-73.9412633,Private room,,30,12,0.34,2,365
,40.650630000000014,-73.93892619206541,Private room,242.0,30,18,0.52,1,365
Neighborhood highlights,40.6732321,-73.8625122,Private room,75.0,30,1,0.07,1,178
,40.75805,-73.92223,Entire home/apt,170.0,30,4,0.15,3,365
Neighborhood highlights,40.72677,-73.98867,Entire home/apt,224.0,30,0,0.0,1,148
,40.77724,-73.9076,Private room,84.0,30,14,0.4,2,365
,40.7163,-73.99621,Private room,,30,31,0.89,1,0
Neighborhood highlights,40.6887,-73.96925,Entire home/apt,800.0,30,18,0.52,1,83
,40.85663,-73.90235,Private room,93.0,30,0,0.0,2,365
Neighborhood highlights,40.64045,-73.93956,Entire home/apt,538.0,2,64,1.91,1,352
,40.72894280000001,-73.983961,Entire home/apt,350.0,31,0,0.0,1148,251
,40.7965451,-73.9689506,Entire home/apt,532.0,31,0,0.0,1148,319
,40.7965451,-73.9689506,Entire home/apt,351.0,31,1,0.05,1148,293
Neighborhood highlights,40.71886,-73.99021,Entire home/apt,143.0,30,6,0.2,1,143
Neighborhood highlights,40.7816955,-73.9774588,Entire home/apt,,30,1,0.03,1,0
Neighborhood highlights,40.8205,-73.9273,Entire home/apt,200.0,30,1,0.04,1,365
,40.63551549885661,-73.9403524116394,Private room,,30,1,0.27,2,0
,40.72963,-73.98314,Entire home/apt,,30,1,0.03,2,0
,40.89824,-73.85871,Private room,114.0,30,1,0.03,4,365
,40.701237087464754,-73.93426169416153,Private room,111.0,30,0,0.0,1,362
,40.70313,-73.93514,Private room,66.0,30,0,0.0,1,83
Neighborhood highlights,40.75966,-73.87816,Private room,113.0,30,19,0.69,1,364
Neighborhood highlights,40.70958479999999,-73.7461193,Private room,142.0,30,23,0.72,2,364
,40.7950157,-73.96771319999999,Entire home/apt,541.0,31,0,0.0,1148,121
Neighborhood highlights,40.6820059,-73.96747599999999,Entire home/apt,607.0,31,0,0.0,1148,270
,40.69543,-73.93677,Private room,,30,0,0.0,567,365
,40.6717,-73.98264,Private room,52.0,30,0,0.0,567,365
Neighborhood highlights,40.8094568,-73.9477431,Entire home/apt,113.0,30,33,0.99,1,299
Neighborhood highlights,40.69321,-73.92999,Private room,100.0,2,85,2.53,2,309
Neighborhood highlights,40.64367,-74.08182,Entire home/apt,180.0,30,50,1.43,6,352
,40.67785,-73.94008,Entire home/apt,130.0,30,14,0.45,2,132
Neighborhood highlights,40.80261,-73.93785,Entire home/apt,180.0,30,36,1.03,16,30
,40.73707,-73.81249,Private room,,30,0,0.0,9,0
Neighborhood highlights,40.73503,-73.98129,Entire home/apt,,30,2,0.06,1,0
,40.654163905164665,-73.9533912468814,Entire home/apt,160.0,30,10,0.34,1,89
,40.69367791479514,-73.96899127135553,Entire home/apt,183.0,30,33,1.03,1,260
,40.62916,-73.9392,Private room,76.0,30,2,0.06,2,364
Neighborhood highlights,40.65945566365564,-73.9816993695765,Private room,180.0,30,1,0.03,1,179
,40.70327,-73.94214,Entire home/apt,,30,5,0.14,1,0
Neighborhood highlights,40.76047,-73.96574,Entire home/apt,195.0,30,8,0.27,1,299
,40.68721,-73.87227,Private room,50.0,30,8,0.23,4,351
,40.75927,-73.92863,Private room,126.0,30,4,0.12,7,364
,40.76118,-73.93004,Private room,112.0,30,14,0.42,7,365
,40.72145,-73.99555,Entire home/apt,467.0,30,2,0.07,1,133
,40.67224211184682,-73.79034617295538,Private room,200.0,1,53,1.51,1,270
,40.70718,-73.94338,Entire home/apt,,30,5,0.15,1,0
,40.72041,-73.98932,Private room,,30,27,0.79,1,0
Neighborhood highlights,40.648,-73.93577,Entire home/apt,216.0,30,6,0.18,2,59
Neighborhood highlights,40.66978,-73.77495,Private room,131.0,30,102,3.02,1,365
Neighborhood highlights,40.75486,-73.93645,Private room,172.0,30,85,2.71,1,364
,40.7663381,-73.9890258,Entire home/apt,185.0,30,4,0.12,239,233
,40.7640949,-73.99374279999999,Entire home/apt,230.0,30,4,0.14,239,365
,40.72569,-73.94856,Entire home/apt,,40,0,0.0,2,0
Neighborhood highlights,40.70553,-73.87289,Entire home/apt,157.0,30,24,0.69,5,334
,40.68835,-73.92024,Private room,,30,0,0.0,567,365
Neighborhood highlights,40.80376,-73.96585,Private room,91.0,30,22,0.64,2,270
Neighborhood highlights,40.616807600658426,-73.92216553525144,Entire home/apt,153.0,30,20,0.6,1,365
,40.68768,-73.91833,Private room,,30,0,0.0,567,365
,40.74024,-73.88929,Entire home/apt,,30,1,0.03,2,0
Neighborhood highlights,40.673596754605335,-73.96294883809814,Entire home/apt,262.0,1,98,2.92,1,288
Neighborhood highlights,40.653704400616746,-73.93234325175219,Private room,250.0,2,97,3.13,1,124
,40.7616987,-73.9871574,Entire home/apt,,30,2,0.06,1,0
Neighborhood highlights,40.7218512,-73.98770900000001,Entire home/apt,,30,19,0.55,1,58
Neighborhood highlights,40.726843,-74.0019013,Entire home/apt,200.0,30,10,0.29,2,331
,40.7074027,-73.9491256,Private room,119.0,30,4,0.12,1,365
,40.84164,-73.93538,Private room,66.0,30,47,1.37,1,61
,40.66446,-73.88597,Entire home/apt,253.0,30,16,0.46,1,179
,40.67596,-73.74764,Private room,70.0,30,7,0.2,1,364
,40.75094,-73.94251,Entire home/apt,,30,4,0.12,1,0
,40.7786378,-73.9072683,Private room,,1124,21,0.63,3,365
,40.70381,-73.9291,Private room,,30,1,0.03,1,0
,40.7777,-73.9076,Private room,,1124,9,0.28,3,365
,40.77959,-73.90844,Private room,,1124,8,0.25,3,365
,40.74567,-74.00061,Private room,,1,27,0.98,9,344
Neighborhood highlights,40.71156,-73.94724,Entire home/apt,325.0,30,19,0.57,1,190
,40.7430836,-73.8847704,Private room,70.0,30,35,1.04,1,196
,40.68825,-73.84781,Entire home/apt,75.0,30,29,0.83,2,364
,40.7411534,-73.9792211,Entire home/apt,202.0,30,11,0.33,138,307
Neighborhood highlights,40.7448909,-73.9568403,Entire home/apt,361.0,31,0,0.0,1148,20
Neighborhood highlights,40.67997695058514,-73.99505764245987,Private room,85.0,30,7,0.2,1,180
,40.71213,-73.94368,Private room,63.0,30,0,0.0,1,61
Neighborhood highlights,40.6829397,-73.9286371,Entire home/apt,,30,14,0.47,2,174
Neighborhood highlights,40.6893666,-73.94823199999999,Entire home/apt,296.0,30,2,0.06,1,169
Neighborhood highlights,40.6829397,-73.9286371,Entire home/apt,,30,3,0.09,2,0
,40.84458,-73.90715,Private room,34.0,30,13,0.38,11,355
,40.76144557019327,-73.94952306109933,Entire home/apt,110.0,30,0,0.0,1,243
,40.68573857926638,-73.98341321841492,Entire home/apt,,4,0,0.0,1,0
,40.76512,-73.98498,Entire home/apt,,30,1,0.03,1,0
,40.76779,-73.87689,Entire home/apt,86.0,30,3,0.1,1,334
,40.7214,-73.9505,Entire home/apt,257.0,30,5,0.15,1,91
,40.6736766,-73.7606334,Entire home/apt,178.0,30,32,0.94,2,361
,40.7911888,-73.9737101,Entire home/apt,349.0,31,0,0.0,1148,10
,40.76393377510831,-73.9893988519907,Entire home/apt,140.0,30,2,0.17,1,158
,40.77545,-73.90763,Private room,108.0,3,54,1.58,3,346
Neighborhood highlights,40.79002,-73.94901,Entire home/apt,200.0,30,44,1.26,2,365
Neighborhood highlights,40.74776,-73.99151,Entire home/apt,115.0,30,4,0.12,15,257
,40.68753,-73.92717,Private room,60.0,30,3,0.09,19,210
Neighborhood highlights,40.7039,-73.94346,Entire home/apt,,30,1,0.03,1,0
Neighborhood highlights,40.76067,-73.90723,Entire home/apt,,30,3,0.09,1,0
Neighborhood highlights,40.67719,-73.95215,Private room,71.0,30,48,1.41,3,257
Neighborhood highlights,40.67759,-73.97803,Entire home/apt,,30,8,0.25,2,0
,40.6342335,-73.9072025,Entire home/apt,125.0,30,27,0.78,1,177
Neighborhood highlights,40.70864,-73.89752,Entire home/apt,157.0,30,28,0.8,10,334
,40.6953,-73.93636,Private room,,30,0,0.0,567,365
,40.67033,-73.91569,Entire home/apt,252.0,30,0,0.0,3,365
,40.69583,-73.93471,Private room,,30,0,0.0,567,365
,40.75551,-73.99848,Entire home/apt,220.0,30,1,0.03,1,357
Neighborhood highlights,40.6884625929718,-73.81105766720209,Entire home/apt,316.0,3,161,4.64,1,312
,40.59226266506976,-73.75635807709683,Entire home/apt,126.0,30,0,0.0,1,363
,40.78971,-73.94775,Entire home/apt,133.0,30,11,0.34,1,207
Neighborhood highlights,40.68682,-73.95639,Entire home/apt,,30,24,0.7,1,0
,40.7059098,-73.9373598,Entire home/apt,352.0,30,11,0.32,1,87
,40.86519,-73.90404,Private room,,30,9,0.26,3,0
,40.7398634,-73.8716085,Private room,,30,0,0.0,1,0
Neighborhood highlights,40.67544,-73.95076,Private room,52.0,30,52,1.51,3,6
Neighborhood highlights,40.67831,-73.96354,Entire home/apt,298.0,30,28,0.86,1,151
Neighborhood highlights,40.70832,-73.96114,Entire home/apt,,30,2,0.06,2,0
,40.70236269999999,-73.9114318,Private room,,3,8,0.51,3,0
Neighborhood highlights,40.7302,-74.00556,Entire home/apt,,30,2,0.08,1,0
Neighborhood highlights,40.706259296399445,-73.93378688054825,Entire home/apt,,30,1,0.06,1,0
Neighborhood highlights,40.74615,-73.98888,Private room,250.0,1,52,1.52,69,132
Neighborhood highlights,40.73965,-73.97936,Private room,,30,0,0.0,1,0
,40.76342,-73.94153,Private room,123.0,1,83,2.41,2,135
,40.7773867418538,-73.9519847959407,Entire home/apt,129.0,30,0,0.0,1,365
,40.76390809746948,-73.94176773360262,Private room,144.0,1,76,2.21,2,175
Neighborhood highlights,40.7055,-73.93636,Entire home/apt,291.0,30,42,1.22,1,177
,40.8120497077761,-73.86178940534592,Private room,52.0,30,1,0.03,1,362
,40.73199,-73.82743,Entire home/apt,350.0,30,1,0.03,1,363
Neighborhood highlights,40.78169,-73.94746,Entire home/apt,155.0,30,3,0.09,77,309
,40.72296,-74.00781,Private room,425.0,30,2,0.06,1,347
,40.68303163170452,-73.91640386028901,Entire home/apt,,30,29,1.05,1,53
,40.71018,-73.95568,Entire home/apt,169.0,30,4,0.12,3,356
Neighborhood highlights,40.72388,-73.97666,Private room,160.0,30,24,0.74,1,179
,40.69886,-73.90826,Private room,150.0,3,81,2.37,1,309
,40.7024,-73.9248,Private room,56.0,30,2,0.06,1,336
,40.7047772,-74.0064252,Entire home/apt,375.0,1,10,0.29,17,269
,40.74595,-73.94475,Entire home/apt,351.0,30,13,0.38,1,306
,40.71356,-73.94187,Entire home/apt,471.0,30,8,0.23,1,178
,40.77207,-73.95432,Entire home/apt,,30,0,0.0,90,365
,40.77225,-73.95337,Entire home/apt,,30,0,0.0,90,365
,40.82708,-73.87756,Entire home/apt,255.0,30,10,0.29,2,365
,40.828271437463066,-73.8765927883606,Entire home/apt,300.0,30,11,0.33,2,270
,40.70081,-73.94062,Private room,44.0,30,2,0.07,19,274
Neighborhood highlights,40.65338781074899,-73.96304002827623,Private room,261.0,2,9,0.27,6,327
,40.6443826,-73.9988523,Private room,184.0,31,1,0.09,1,89
,40.7047772,-74.0064252,Entire home/apt,387.0,1,45,1.36,17,207
,40.76931,-73.95444,Entire home/apt,153.0,30,1,0.75,93,335
Neighborhood highlights,40.71436,-73.99262,Private room,99.0,2,84,3.5,7,31
,40.69856233418339,-73.8381898176871,Entire home/apt,193.0,2,91,3.53,1,324
,40.7047772,-74.0064252,Entire home/apt,392.0,1,14,0.43,17,0
Neighborhood highlights,40.86764,-73.92759,Entire home/apt,170.0,30,6,0.21,1,90
,40.7047772,-74.0064252,Entire home/apt,523.0,1,39,1.13,17,243
Neighborhood highlights,40.70022,-73.92822,Private room,60.0,30,0,0.0,2,363
,40.756329,-73.90759880000002,Private room,119.0,30,11,0.32,1,364
Neighborhood highlights,40.6885286,-73.9707512,Entire home/apt,130.0,30,12,0.36,4,216
Neighborhood highlights,40.75961,-73.98865,Entire home/apt,,5,53,2.26,1,0
,40.68852,-73.94997,Entire home/apt,,30,1,0.03,1,0
,40.60608,-74.0685,Private room,,30,2,0.11,1,29
,40.7047772,-74.0064252,Entire home/apt,856.0,1,32,0.95,17,0
,40.7047772,-74.0064252,Entire home/apt,395.0,1,3,0.14,17,0
Neighborhood highlights,40.7571344,-73.880691,Private room,240.0,1,71,2.04,2,350
,40.708100124979445,-73.96431258157553,Private room,107.0,2,88,2.56,1,281
,40.827215,-73.915244,Entire home/apt,164.0,30,26,0.76,3,365
,40.6837178,-73.9075299,Private room,75.0,30,17,0.51,1,365
,40.70508,-73.89667,Entire home/apt,,30,0,0.0,1,0
,40.70266662080638,-73.72835721820593,Private room,190.0,30,12,0.36,1,364
Neighborhood highlights,40.736906,-73.861374,Entire home/apt,,30,13,0.38,1,0
,40.6726794,-73.9244993,Entire home/apt,271.0,30,3,0.09,2,365
,40.68397406373104,-73.77811521291733,Private room,,30,4,0.12,1,0
,40.67779128948799,-73.9626082777977,Entire home/apt,166.0,30,10,0.36,1,244
,40.69929,-73.92034,Private room,50.0,30,0,0.0,567,365
,40.70139,-73.91884,Private room,48.0,30,0,0.0,567,365
Neighborhood highlights,40.68085249619225,-73.94948176848743,Private room,321.0,3,108,3.11,3,157
,40.838777801243225,-73.83602221182592,Entire home/apt,,30,12,0.4,2,0
Neighborhood highlights,40.74661,-73.89314,Private room,,30,0,0.0,226,0
Neighborhood highlights,40.74657,-73.89295,Private room,,30,4,0.14,256,0
Neighborhood highlights,40.69885,-73.93304,Entire home/apt,190.0,30,2,0.06,1,365
Neighborhood highlights,40.6820059,-73.96747599999999,Entire home/apt,359.0,31,0,0.0,1148,244
Neighborhood highlights,40.7379534,-73.9733511,Entire home/apt,332.0,31,0,0.0,1148,175
Neighborhood highlights,40.66861,-73.89059,Entire home/apt,150.0,30,23,0.66,1,363
,40.68255039374513,-73.91238354793946,Entire home/apt,159.0,30,42,1.31,1,93
Neighborhood highlights,40.77149,-73.95628,Entire home/apt,,30,0,0.0,93,275
Neighborhood highlights,40.70532,-73.87285,Entire home/apt,205.0,30,20,0.58,5,343
,40.66487,-73.74738,Entire home/apt,500.0,30,6,0.18,1,365
,40.68159,-73.86515,Private room,42.0,30,5,0.2,7,364
,40.71557,-73.99748,Entire home/apt,180.0,30,8,0.23,2,364
,40.69983,-73.91862,Private room,49.0,30,0,0.0,567,365
Neighborhood highlights,40.68175372953476,-73.77651023396919,Entire home/apt,225.0,30,2,0.06,3,364
Neighborhood highlights,40.76386,-73.9834,Entire home/apt,257.0,30,2,0.11,93,292
,40.79467,-73.96787,Entire home/apt,276.0,30,2,0.07,93,335
Neighborhood highlights,40.79432,-73.96625,Entire home/apt,247.0,30,0,0.0,93,337
,40.75656,-73.96284,Entire home/apt,190.0,30,1,0.19,16,241
Neighborhood highlights,40.66058,-73.86754,Entire home/apt,229.0,30,26,0.82,4,365
,40.72293,-73.97551,Entire home/apt,,30,1,0.03,1,0
,40.64222,-73.98156,Private room,,365,1,0.03,9,0
,40.68918344785321,-73.95074741957396,Private room,133.0,30,43,1.33,1,170
,40.71466,-73.94139,Entire home/apt,190.0,60,0,0.0,1,365
,40.66256,-73.99303,Private room,,30,32,0.95,1,0
,40.72183,-73.97847,Private room,110.0,30,25,0.73,2,0
Neighborhood highlights,40.76381,-73.92781,Private room,150.0,2,71,2.32,1,27
,40.70866,-73.94848,Private room,,30,2,0.06,1,0
,40.7086351,-73.7330262,Private room,110.0,30,0,0.0,1,364
Neighborhood highlights,40.74616290000001,-73.8887556,Private room,76.0,30,6,0.18,150,259
Neighborhood highlights,40.7456168,-73.9207601,Entire home/apt,176.0,30,6,0.19,150,342
Neighborhood highlights,40.75019,-73.97754,Hotel room,40000.0,1,0,0.0,24,281
Neighborhood highlights,40.75019,-73.97754,Hotel room,,1,0,0.0,24,363
Neighborhood highlights,40.75019,-73.97754,Hotel room,,1,0,0.0,24,363
Neighborhood highlights,40.82122,-73.91399,Private room,95.0,2,61,1.85,4,140
Neighborhood highlights,40.73034,-74.0074,Entire home/apt,429.0,2,87,2.51,2,293
Neighborhood highlights,40.8122841,-73.9439463,Private room,117.0,5,85,2.65,1,145
Neighborhood highlights,40.69835,-73.93299,Private room,46.0,30,4,0.13,19,147
Neighborhood highlights,40.65378,-73.93804,Entire home/apt,85.0,30,6,0.37,3,306
Neighborhood highlights,40.74236,-73.87456,Entire home/apt,120.0,30,46,1.33,1,269
,40.68311,-73.96848,Entire home/apt,279.0,30,57,1.64,2,89
Neighborhood highlights,40.84886,-73.93429,Private room,105.0,30,59,1.7,2,180
Neighborhood highlights,40.68371,-74.00214,Entire home/apt,,30,0,0.0,1,0
Neighborhood highlights,40.74616290000001,-73.8887556,Private room,91.0,30,9,0.27,150,335
Neighborhood highlights,40.6395048,-74.0889641,Private room,210.0,30,4,0.16,1,178
Neighborhood highlights,40.65711,-73.95048,Entire home/apt,205.0,30,24,0.7,6,165
,40.70679,-73.95001,Private room,,30,3,0.09,12,331
Neighborhood highlights,40.680209,-73.93279,Private room,161.0,2,47,1.82,1,88
Neighborhood highlights,40.7206,-73.99396,Entire home/apt,237.0,30,3,0.11,32,287
,40.70832,-73.94869,Private room,76.0,30,1,0.03,12,331
,40.70854,-73.9497,Private room,,30,2,0.09,12,331
Neighborhood highlights,40.68216,-73.90549,Entire home/apt,232.0,30,1,0.03,1,365
Neighborhood highlights,40.74616290000001,-73.8887556,Private room,69.0,30,7,0.22,150,272
,40.64306,-73.95114,Entire home/apt,250.0,30,17,0.49,1,364
Neighborhood highlights,40.76704,-73.9603,Entire home/apt,135.0,30,48,1.42,1,175
Neighborhood highlights,40.61335,-73.98386,Entire home/apt,227.0,30,53,1.55,4,294
Neighborhood highlights,40.74616290000001,-73.8887556,Private room,91.0,30,11,0.34,150,189
Neighborhood highlights,40.68105,-73.93871,Entire home/apt,253.0,30,51,1.48,2,241
,40.69682,-73.92367,Private room,42.0,30,1,0.03,567,365
Neighborhood highlights,40.74688,-73.88978,Private room,76.0,30,6,0.2,150,198
Neighborhood highlights,40.6663502,-73.8898571,Private room,103.0,1,105,3.05,2,134
Neighborhood highlights,40.74588,-73.88757,Private room,69.0,30,6,0.2,150,338
Neighborhood highlights,40.74782,-73.98652,Private room,,1,0,0.0,49,336
,40.77746,-73.94534,Private room,138.0,30,0,0.0,1,267
Neighborhood highlights,40.7706801141093,-73.95731661468744,Entire home/apt,381.0,30,0,0.0,241,280
,40.75007,-73.99601,Entire home/apt,175.0,30,42,1.22,1,355
,40.75027,-73.98662,Private room,163.0,14,59,1.73,1,25
Neighborhood highlights,40.74782,-73.98652,Private room,,1,0,0.0,49,336
Neighborhood highlights,40.74782,-73.98652,Private room,,1,0,0.0,49,0
,40.71066,-73.95468,Entire home/apt,200.0,30,2,0.06,1,239
Neighborhood highlights,40.74782,-73.98652,Private room,1065.0,1,1,0.37,49,341
Neighborhood highlights,40.74782,-73.98652,Private room,,1,0,0.0,49,341
Neighborhood highlights,40.74782,-73.98652,Private room,,1,1,0.05,49,341
,40.67546,-73.96654,Entire home/apt,,30,1,0.03,2,29
,40.7640949,-73.99374279999999,Entire home/apt,170.0,30,3,0.09,239,336
Neighborhood highlights,40.689026074468224,-73.9281235377861,Entire home/apt,138.0,3,71,4.22,1,33
Neighborhood highlights,40.77620074651976,-73.9542706310749,Entire home/apt,376.0,30,1,0.04,241,330
Neighborhood highlights,40.832063,-73.9485857,Entire home/apt,133.0,30,35,1.02,2,350
Neighborhood highlights,40.67708289999999,-73.9176282,Private room,110.0,3,95,2.76,1,27
Neighborhood highlights,40.85243,-73.88443,Entire home/apt,120.0,30,4,0.12,1,365
,40.6808287,-73.9138803,Entire home/apt,127.0,30,1,0.07,1,216
Neighborhood highlights,40.8494,-73.92275,Entire home/apt,211.0,1,121,3.63,1,314
,40.72743625516991,-73.97795322655325,Private room,98.0,30,26,0.85,1,142
Neighborhood highlights,40.74701,-73.97437,Entire home/apt,387.0,1,383,11.19,86,290
Neighborhood highlights,40.7357054,-74.0062094,Entire home/apt,656.0,31,0,0.0,1148,320
Neighborhood highlights,40.73461700000001,-74.00635439999999,Entire home/apt,577.0,31,0,0.0,1148,132
,40.6167634,-74.0777672,Private room,114.0,1,168,5.88,1,348
Neighborhood highlights,40.74782,-73.98652,Private room,,1,0,0.0,49,222
Neighborhood highlights,40.84695,-73.86464,Entire home/apt,155.0,30,18,0.52,2,365
Neighborhood highlights,40.64724390823841,-74.017974129857,Private room,135.0,2,131,3.77,1,197
,40.71185666490409,-73.95241706560667,Entire home/apt,,30,13,0.39,1,0
,40.72908,-73.98519,Entire home/apt,,30,5,0.15,1,0
Neighborhood highlights,40.81725,-73.94316,Entire home/apt,200.0,30,1,0.03,77,364
,40.63159,-74.02536,Private room,71.0,30,20,0.58,1,365
Neighborhood highlights,40.74782,-73.98652,Private room,50000.0,1,0,0.0,49,223
Neighborhood highlights,40.74782,-73.98652,Private room,,1,0,0.0,49,222
Neighborhood highlights,40.74782,-73.98652,Private room,,1,1,0.04,49,350
